,index,Title,Content,Category
5279,1,"
41-yr-old Delhi man survived end-stage heart failure 13 times
","Shubhankar Dhar Choudhary, a 41-year-old man from Delhi, was revived 13 times using injections after suffering end-stage heart failure, before finally receiving a transplant. Choudhary, who underwent a heart transplant in May, was surviving with the help of LVAD, a pump inserted inside the patient connected to a power source. The patient had earlier been given a pacemaker in 2013.",science
5280,2,"
Watch live the longest total lunar eclipse of the century
","The longest total lunar eclipse of the 21st century will last 103 minutes and is visible throughout India under clear sky locations. The partial eclipse started at 11:54 pm Friday, and will become a total eclipse or a 'Blood Moon' at 1:00 am Saturday. The partial phase will start again at 2:43 am and end by 3:49 am.",science
5281,3,"
Who is India-born 'Nobel for maths' winner Akshay Venkatesh?
","Indian-Australian mathematician Akshay Venkatesh won the Fields Medal on Wednesday, considered the Nobel Prize equivalent for mathematics. Born in New Delhi and brought up in Perth, he won medals in International Physics and Math Olympiads at age 11 and 12. After finishing PhD from Princeton at 20 and postdoc from MIT, the 36-year-old is currently a professor at Stanford University.",science
5282,4,"
11 endangered rhinos moved to start new population, 10 die
","A tenth black rhino died in Kenya after wildlife workers relocated the animals to a new national park to start a new population in the area. The animals' death has been blamed on negligence, poor communication and coordination among the officers involved in the transfer. Meanwhile, the 11th rhino was attacked by a lion and is critical.",science
5283,5,"
Musk's idea of nuking Mars to make it warm won't work: Study
",A NASA-backed research has refuted SpaceX CEO Elon Musk's idea of nuking the arid atmosphere of Mars to make it warm and habitable. Researchers said that available technology would be able to release only enough planet-warming carbon dioxide to bring Mars' atmospheric pressure (currently less than 1% of that of Earth's) to 1.2%.,science
5284,6,"
Video: Century's longest 'Blood Moon' from around the world
","The longest total lunar eclipse of the 21st century, lasting 103 minutes, was seen from clear sky locations throughout the globe. The total eclipse started at 1:00 am IST and phased out to a partial eclipse by 2:43 am. The next total eclipse lies on January 20, 2019, however, India won't see one until September 7, 2025, as per 'timeanddate.com'.",science
5285,7,"
NASA has Office of Planetary Protection in case alien life found
","American space agency NASA, that was founded on July 29, 1958, has an Office of Planetary Protection that functions to 'protect Earth's biosphere in case life does exist elsewhere'. In August 2017, NASA had listed a job opening for a 'Planetary Protection Officer' with a salary that was listed to go up to $187,000 per year.",science
5286,8,"
Arctic polar bear shot dead after injuring cruise ship guard
","A polar bear was shot dead by a guard after it attacked and injured his colleague working for tourist cruise ship MS Bremen, which was visiting an Arctic archipelago in Norway. The guard suffered head injuries and is not in a life-threatening condition. A picture of the dead polar bear was circulated online and sparked criticism of Arctic wildlife tourism.",science
5287,9,"
Why does the Moon look blood red during a total lunar eclipse?
","Earth is large enough to cover the Moon with its shadow during a total lunar eclipse. However, some of the sunlight passes through Earth's atmosphere to reach the Moon. As the white light breaks up while passing through the atmosphere, most of its blue-coloured wavelengths are absorbed or scattered. The remaining red wavelengths light up the Moon in blood-red colour.",science
5288,10,"
Mother of dead baby whale seen carrying its body for 7 days
","A 20-year-old 'grieving' orca whale has been continuously carrying her dead calf off the Canadian coast since it died last Tuesday shortly after birth. Scientists tracking the mother have expressed concerns over her well-being as she is now falling behind her group. The calf was the first born to its group in 3 years, of which only 75 are left.",science
5289,11,"
Scientists find radioactive molecule in space for 1st time
","Astronomers have detected the first radioactive molecule in space, believed to be from a stellar explosion that was visible in the 17th century by the naked eye. The molecule, Aluminium monofluoride, is made of Aluminium-26, a radioactive isotope of aluminium. The explosion had resulted from the merger of two stars, creating a red nova, a new class of eruptive stars.",science
5290,12,"
India to witness 21st century's longest 'Blood Moon' tonight
","The longest total lunar eclipse of 21st century, lasting 103 minutes, would be visible from all over India on Friday night, provided the sky remains clear amid monsoon. The partial eclipse will start from 11:54 pm and become a total eclipse or a 'Blood Moon' from 1 am to 2:43 am. The partial eclipse will eventually end by 3:49 am.",science
5291,13,"
Scientists claim to revive 41,700-year-old frozen worm
","A group of Russian and Princeton University scientists claim to have revived a pair of frozen roundworms that were 32,000 and 41,700 years old and were found buried in Siberia. Around 300 prehistoric worms were defrosted, brought to 20ºC, and surrounded by food. After weeks of cultivation, two nematodes reportedly showed signs of life by starting to move and eat.",science
5292,14,"
Mumbai doctors help woman give birth to twins without cancer gene
","Using genetic screening, doctors at Mumbai's Jaslok hospital have edited out a cancer-causing gene mutation from twins born to Bengaluru's 37-year-old Swayam Prabha, who has cancer-causing oncogene. This is believed to be India's first case of BRCA1 gene not passing on to offsprings. Doctors first genetically screened the embryos and then implanted the unaffected ones back into the woman's body.",science
